feature	importance
aplp1	0.0003596982208930738
tnfrsf10c	0.00035941790941960213
cd207	0.00035940473591111174
gkn1	0.0003592118627786571
krt17	0.00035901601422474257
ntprobnp	0.0003589750651014791
slurp1	0.00035895916513841125
ids	0.00035869172717167
mpo	0.0003579875447603528
dsg3	0.0003578587035004705
apoa2	0.00035775185245059786
rnase4	0.00035756988418330157
crip2	0.00035743870354874434
cd7	0.0003574024015516677
gas6	0.0003573173418296205
plxdc1	0.0003571870813018859
acy3	0.00035700017504595386
cep290	0.0003569511603755235
pth1r	0.0003569209410051931
lmnb1	0.0003568706765157916
glt8d2	0.0003564824009530545
slc39a5	0.0003564558545976508
selplg	0.00035613788845114536
fbn2	0.00035607008713048967
klb	0.0003558571872266887
ccl14	0.0003557502174341986
pkd1	0.000355518019407287
fabp6	0.00035550498549972564
fgf9	0.00035519971023277537
nppb	0.000354834944099987
cdh15	0.0003543503745811321
klf4	0.0003543117141774729
sell	0.00035420826206594697
rln1	0.0003542017198546192
lair2	0.0003539970078232472
f9	0.0003536871624056689
sox2	0.0003533423591974776
ace	0.00035333737017416287
il16	0.000353090717279022
ccl7	0.0003529750707431513
tp53bp1	0.00035295869747605646
lpcat2	0.00035285673199688544
chit1	0.0003527916121036448
timp2	0.00035244580818826355
wfikkn1	0.0003523571095041796
ctsf	0.00035177650572558894
vmo1	0.0003516509760636517
kdr	0.00035128052999906545
cxcl10	0.00035111601623914605
nfasc	0.00035094862727609886
eln	0.00035054267471792337
notch3	0.00034906076705942574
adam15	0.00034880126646754
tk1	0.0003487833473141575
ercc1	0.0003485224366763391
il1r1	0.00034766466795446276
cfb	0.0003476594022798683
tnfrsf13c	0.0003476382186552319
icam2	0.000347606011830429
gbp1	0.0003472886664735013
cebpb	0.00034726897245797566
mag	0.00034681533392409865
tnfsf11	0.00034672452540763875
golm2	0.00034664491712810074
clec4d	0.0003466336579788894
cfhr4	0.0003465949625809554
prkcq	0.0003462791515759453
tslp	0.00034620194243818015
trim26	0.00034598821005217225
gfral	0.0003459788436633308
ctrl	0.000345976300119814
csf2ra	0.0003456543489168095
mmp12	0.0003452969916659164
dkk4	0.00034515468432950276
prr5	0.0003451396192662236
serpina1	0.00034513138497738324
vnn1	0.00034436051222969685
msln	0.0003441785707566214
nomo1	0.0003440485934269877
clstn1	0.0003440130340940087
cxcl11	0.00034355620818595325
nid1	0.0003433178301182434
zp4	0.00034285527059905454
cd59	0.0003427177793060617
bsnd	0.0003425375150413053
sftpa1	0.000342531321994831
fes	0.0003422364256457053
dpp10	0.000342194039611988
bche	0.0003420820663838754
tinagl1	0.0003419161828837634
cit	0.0003414517625771455
tnfrsf6b	0.00034142547526012885
pts	0.00034123703063784376
ca12	0.0003409293626945075
myom2	0.000340607460057657
krt5	0.0003404126721471653
nrtn	0.00034035483817723065
rap1a	0.000340196762857332
megf10	0.00033991336209830805
snu13	0.00033974171626383
hsd11b1	0.0003395635796655933
ceacam16	0.0003395246257504812
tbc1d17	0.0003394803652477468
tnni3	0.00033919002369540134
nefl	0.00033913489288029774
ggh	0.00033909930624116
vwa1	0.0003389491676405944
bcat1	0.0003384896573535315
ifngr1	0.0003384506009087436
